date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2022-10-25 00:00:00,16.4,9.4,21.7,24.9,0,,16,,1004.9,
2022-10-26 00:00:00,9.8,6.1,13.9,1.3,0,,17.6,,1013.6,
2022-10-27 00:00:00,9.2,5,12.2,0,0,,10.5,,1026.8,
2022-10-28 00:00:00,11.4,7.8,16.1,0,0,,9.7,,1029.1,
2022-10-29 00:00:00,12.2,6.1,19.4,0,0,,6.5,,1026.2,
2022-10-30 00:00:00,13.4,9.4,19.4,2.5,0,,6.5,,1016.1,
2022-10-31 00:00:00,14.2,11.1,16.1,0.3,0,,7.9,,1010.4,
2022-11-01 00:00:00,14.7,7.8,21.1,0,0,,10.2,,1019.4,
2022-11-02 00:00:00,16.4,9.4,23.3,0,0,,10.9,,1023.4,
2022-11-03 00:00:00,18.5,12.8,23.9,0,0,,20.2,,1019.1,
2022-11-04 00:00:00,20,16.7,24.4,4.8,0,,23.5,,1010.6,
2022-11-05 00:00:00,15.1,8.3,21.7,7.4,0,,35.3,,1001.4,
2022-11-06 00:00:00,12.1,8.3,17.8,0,0,,19.4,,1014.1,
2022-11-07 00:00:00,9.5,5.6,14.4,0,0,,14.1,,1032.2,
2022-11-08 00:00:00,9.7,6.7,12.2,0,0,,17.4,,1034.8,
2022-11-09 00:00:00,15.1,8.9,21.1,0,0,,15.9,,1023.7,
2022-11-10 00:00:00,19.3,15,24.4,0,0,,21.5,,1014,
2022-11-11 00:00:00,7.3,0.6,15.6,0,0,,19.2,,1011.4,
2022-11-12 00:00:00,1.3,0.6,2.8,0,0,,17.2,,1017.5,
2022-11-13 00:00:00,0.5,-1.1,2.2,0,0,,12,,1026.2,
2022-11-14 00:00:00,1.5,-2.2,5.6,0,0,,10.3,,1028.1,
2022-11-15 00:00:00,1.8,0,3.3,2.3,0,,11.3,,1022.8,
2022-11-16 00:00:00,1.1,-0.6,1.7,1,0,,16.8,,1020.2,
2022-11-17 00:00:00,-0.3,-1.7,1.1,0,0,,25,,1021,
2022-11-18 00:00:00,-3.8,-6.1,-1.1,0.3,0,,25.9,,1022.3,
2022-11-19 00:00:00,-5.5,-8.9,-2.8,0.3,0,,26.6,,1020.3,
2022-11-20 00:00:00,-4.7,-10.6,0.6,0,0,,20.4,,1027.6,
2022-11-21 00:00:00,2.6,-1.7,8.3,0,0,,18.4,,1022.2,
2022-11-22 00:00:00,4.2,-2.2,11.1,0,0,,10.7,,1023.4,
2022-11-23 00:00:00,7.4,0.6,15,0,0,,12.1,,1021.4,
2022-11-24 00:00:00,7.6,3.3,12.2,0,0,,12.2,,1019.9,
2022-11-25 00:00:00,5.8,0.6,11.1,0,0,,12.5,,1022.4,
2022-11-26 00:00:00,7,0.6,13.3,0,0,,14.5,,1015.9,
2022-11-27 00:00:00,6,1.7,7.8,6.9,0,,17.8,,1003.1,
2022-11-28 00:00:00,3.9,-0.6,7.8,0,0,,11.1,,1013.8,
2022-11-29 00:00:00,9.5,1.7,15,7.6,0,,24.6,,1005.4,
2022-11-30 00:00:00,-3.1,-6.7,1.7,0,0,,34,,1017.6,
2022-12-01 00:00:00,-2.8,-7.8,2.8,0,0,,16.7,,1030.1,
2022-12-02 00:00:00,6.9,2.2,11.1,0,0,,27.7,,1013.1,
2022-12-03 00:00:00,-0.9,-6.1,11.1,0,0,,24.7,,1024.9,
2022-12-04 00:00:00,-1.7,-7.8,4.4,0,0,,18,,1023.4,
2022-12-05 00:00:00,2.4,-2.2,6.7,0,0,,13.7,,1013.6,
2022-12-06 00:00:00,5.1,2.2,6.7,0,0,,8.8,,1016.6,
2022-12-07 00:00:00,4.8,3.3,6.1,0,0,,9.4,,1024.9,
2022-12-08 00:00:00,3.4,1.7,5.6,0,0,,16.5,,1028.5,
2022-12-09 00:00:00,2.6,1.7,3.3,11.4,0,,19.3,,1023.2,
2022-12-10 00:00:00,3.2,2.8,3.9,0,0,,9.1,,1022.8,
2022-12-11 00:00:00,3.5,2.8,4.4,0,0,,8.2,,1023.8,
2022-12-12 00:00:00,3.8,2.8,5.6,0,0,,12.2,,1026.3,
2022-12-13 00:00:00,2.4,1.1,3.3,1.8,0,,23.6,,1022.4,
2022-12-14 00:00:00,4.5,2.8,6.7,35.3,0,,21.1,,1009,
2022-12-15 00:00:00,1.5,-0.6,3.3,5.3,0,,20,,1002.1,
2022-12-16 00:00:00,-1.5,-3.3,-0.6,1.5,2,,22.9,,1005.8,
2022-12-17 00:00:00,-4.4,-6.7,-3.3,0,2,,25.5,,1009.8,
2022-12-18 00:00:00,-8,-10,-6.1,0,0,,22.5,,1022.1,
2022-12-19 00:00:00,-7.3,-12.2,-3.3,0,0,,8,,1031.7,
2022-12-20 00:00:00,-2.4,-5.6,0.6,0,0,,11.1,,1032.3,
2022-12-21 00:00:00,-3.9,-8.3,0,0,0,,11.3,,1029.2,
2022-12-22 00:00:00,-6.1,-21.1,1.1,1.8,5,,18,,1013,
2022-12-23 00:00:00,-20.2,-22.8,-18.3,0,5,,38.6,,1014.3,
2022-12-24 00:00:00,-14.5,-18.3,-10.6,0,5,,31.9,,1016,
2022-12-25 00:00:00,-13.1,-16.7,-10,0,2,,21.3,,1020,
2022-12-26 00:00:00,-7.8,-11.1,-5.6,0.3,2,,7.7,,1023.1,
2022-12-27 00:00:00,-8.3,-13.3,-3.3,0,2,,19.7,,1021.7,
2022-12-28 00:00:00,2.4,-3.9,7.2,0,0,,27.9,,1010.8,
2022-12-29 00:00:00,10.7,6.7,13.9,0,0,,27.1,,1010.3,
2022-12-30 00:00:00,6.2,-0.6,13.9,0,0,,16,,1014.9,
2022-12-31 00:00:00,0.7,-2.8,3.9,0,0,,6.3,,1014.1,
2023-01-01 00:00:00,5.3,2.8,7.2,3.8,0,,8.7,,1014.2,
2023-01-02 00:00:00,3.6,0,6.7,0,0,,8.8,,1017.2,
2023-01-03 00:00:00,6.5,4.4,9.4,28.4,0,,9.6,,1004.3,
2023-01-04 00:00:00,2.8,0.6,7.8,0.3,0,,14.4,,1007.1,
2023-01-05 00:00:00,0.4,-0.6,1.1,0.8,0,,16.3,,1012.6,
2023-01-06 00:00:00,-1.7,-3.9,0.6,0,0,,13.1,,1021.8,
2023-01-07 00:00:00,-0.8,-2.8,0.6,0,0,,10,,1029,
2023-01-08 00:00:00,-0.7,-3.3,1.7,0,0,,10.1,,1025.2,
2023-01-09 00:00:00,1.1,-3.9,6.7,0,0,,15.5,,1020.2,
2023-01-10 00:00:00,5.4,2.2,9.4,0,0,,10,,1012.2,
2023-01-11 00:00:00,7.4,3.3,11.7,0,0,,8.7,,1009.7,
2023-01-12 00:00:00,3.4,1.7,7.2,0,0,,24.9,,1014.5,
2023-01-13 00:00:00,-0.7,-2.8,1.7,0,0,,26.2,,1024.1,
2023-01-14 00:00:00,-2.8,-4.4,-0.6,0,0,,10.8,,1026.1,
2023-01-15 00:00:00,1.2,-3.3,6.1,0,0,,18.9,,1019.4,
2023-01-16 00:00:00,6.7,4.4,11.1,4.3,0,,22.3,,1005.3,
2023-01-17 00:00:00,4.9,2.8,10,0,0,,27.6,,1003.5,
2023-01-18 00:00:00,3,2.2,3.9,8.9,0,,17.3,,1013.9,
2023-01-19 00:00:00,3.4,1.1,5.6,4.3,0,,17.8,,1001.4,
2023-01-20 00:00:00,0.4,-1.1,1.7,0,0,,20.1,,1018.3,
2023-01-21 00:00:00,-1.1,-2.2,0,0,0,,13.5,,1022.3,
2023-01-22 00:00:00,-0.2,-1.7,1.1,0.8,0,,9.3,,1013.5,
2023-01-23 00:00:00,-2.6,-5.6,0,0,0,,20.8,,1019.2,
2023-01-24 00:00:00,-0.1,-2.2,2.8,0,0,,13.7,,1022.3,
2023-01-25 00:00:00,0.5,-0.6,1.7,7.1,2,,12.6,,1009.4,
2023-01-26 00:00:00,-4,-9.4,0,1,2,,20.6,,1014.4,
2023-01-27 00:00:00,-4.2,-10,2.8,0.8,2,,25.5,,1012.7,
2023-01-28 00:00:00,-3.9,-6.7,-0.6,1.5,5,,13.7,,1021.4,
2023-01-29 00:00:00,-3.5,-7.8,-0.6,1,5,,17.6,,1023.3,
2023-01-30 00:00:00,-10.6,-14.4,-7.2,0,2,,16.6,,1030.5,
2023-01-31 00:00:00,-13.6,-16.1,-10,0,2,,11.3,,1032.1,
2023-02-01 00:00:00,-8,-14.4,-2.2,0,2,,15.6,,1028.5,
2023-02-02 00:00:00,-4.1,-11.1,1.1,0,2,,23.2,,1022.7,
2023-02-03 00:00:00,-13.3,-17.2,-11.1,0,2,,15.4,,1036.3,
2023-02-04 00:00:00,-2.1,-11.1,6.1,0,2,,23.4,,1021.7,
2023-02-05 00:00:00,3,-1.7,6.1,0,0,,19.8,,1014.7,
2023-02-06 00:00:00,1.8,-5,8.3,0,0,,15.7,,1020,
2023-02-07 00:00:00,4.5,-1.1,10,0,0,,23,,1015.9,
2023-02-08 00:00:00,1.6,-3.9,6.1,0,0,,6.7,,1023.5,
2023-02-09 00:00:00,3.9,2.2,8.3,29.7,0,,21.1,,1006.8,
2023-02-10 00:00:00,1.3,-3.3,4.4,0,0,,17.4,,1025.4,
2023-02-11 00:00:00,1.2,-5,8.3,0,0,,12.9,,1027.6,
2023-02-12 00:00:00,4.8,-2.2,11.1,0,0,,13.7,,1016,
2023-02-13 00:00:00,6.2,1.1,11.7,0,0,,15.4,,1010.6,
2023-02-14 00:00:00,8,2.2,12.2,3.6,0,,22.1,,1006.2,
2023-02-15 00:00:00,6.3,2.2,11.7,4.6,0,,29.7,,1007.2,
2023-02-16 00:00:00,0.6,-3.9,2.2,10.7,2,,27.8,,1013.7,
2023-02-17 00:00:00,-4.8,-7.2,-2.8,0,0,,20.4,,1025.2,
2023-02-18 00:00:00,2,-4.4,7.8,0,0,,20.5,,1022.8,
2023-02-19 00:00:00,6.7,3.9,11.7,0,0,,23.1,,1011.2,
2023-02-20 00:00:00,3.7,-1.1,7.8,0,0,,11.1,,1007.8,
2023-02-21 00:00:00,0.9,-3.9,5,0,0,,20.6,,1008.2,
2023-02-22 00:00:00,1.4,1.1,2.2,25.9,0,,25.2,,1005.3,
2023-02-23 00:00:00,1.2,-5,6.1,0,0,,24.9,,1014.6,
2023-02-24 00:00:00,-4.3,-7.8,-2.2,1.3,2,,13.8,,1036.4,
2023-02-25 00:00:00,-0.1,-2.8,3.3,0,0,,15.5,,1024.1,
2023-02-26 00:00:00,3,-2.2,10,0,0,,12.3,,1015.7,
2023-02-27 00:00:00,8.3,3.9,15,23.6,0,,27.6,,994.3,
2023-02-28 00:00:00,5.7,2.8,10.6,0.5,0,,14,,1010.2,
2023-03-01 00:00:00,8,2.8,13.9,1.8,0,,15.3,,1007.8,
2023-03-02 00:00:00,2.3,1.1,3.9,0,0,,17.1,,1014.4,
2023-03-03 00:00:00,2.2,0,3.9,0.8,0,,24.3,,1004.2,
2023-03-04 00:00:00,3.6,-2.2,10,0.3,0,,11.6,,1014.4,
2023-03-05 00:00:00,4.5,-1.1,9.4,0.8,0,,11.9,,1022.7,
2023-03-06 00:00:00,6.9,3.3,13.3,4.3,0,,16.5,,1014.2,
2023-03-07 00:00:00,3.9,2.2,6.7,0,0,,23.2,,1029.4,
2023-03-08 00:00:00,4.5,2.2,7.8,0,0,,19.2,,1033,
2023-03-09 00:00:00,3.4,0.6,5,5.3,0,,22,,1025,
2023-03-10 00:00:00,1.3,0.6,2.8,1.8,0,,17,,1017.5,
2023-03-11 00:00:00,2.1,0.6,3.9,4.6,2,,16,,1018.4,
2023-03-12 00:00:00,1.1,-1.1,2.8,1.5,0,,14,,1013.9,
2023-03-13 00:00:00,-1.2,-3.3,0.6,0.8,0,,21.8,,1019.1,
2023-03-14 00:00:00,-1.9,-5.6,3.3,0,0,,14,,1028.3,
2023-03-15 00:00:00,3.3,-3.9,10,0,0,,16.7,,1023.9,
2023-03-16 00:00:00,7.2,5.6,11.1,6.4,0,,21.1,,1008.3,
2023-03-17 00:00:00,1.7,-5,11.1,2,0,,31.4,,1006.3,
2023-03-18 00:00:00,-6.2,-10.6,-3.3,0,0,,26.6,,1018.5,
2023-03-19 00:00:00,-1.6,-7.2,5,0,0,,20.3,,1025.6,
2023-03-20 00:00:00,4.8,-2.2,11.1,0,0,,27.3,,1020.4,
2023-03-21 00:00:00,6.6,2.8,13.3,0,0,,21,,1021.2,
2023-03-22 00:00:00,7.5,5,11.7,2.8,0,,15.3,,1015.7,
2023-03-23 00:00:00,5.7,2.8,9.4,8.1,0,,15.8,,1015.1,
2023-03-24 00:00:00,4.9,2.8,7.2,0.5,0,,19.2,,1015.1,
2023-03-25 00:00:00,3.8,1.7,7.2,11.9,0,,24.3,,1002.5,
2023-03-26 00:00:00,4.6,1.1,8.9,7.9,0,,13.5,,1014.3,
2023-03-27 00:00:00,4.5,0,8.3,0,0,,19.2,,1020.9,
2023-03-28 00:00:00,4.8,-1.1,11.1,0,0,,9.8,,1025.2,
2023-03-29 00:00:00,3.1,-1.1,6.1,0,0,,16.9,,1024.3,
2023-03-30 00:00:00,5.1,-2.8,14.4,0,0,,15.3,,1023,
2023-03-31 00:00:00,15.4,10,21.1,10.7,0,,29.4,,1001.5,
2023-04-01 00:00:00,5,1.7,10,2.3,0,,23.8,,1005.2,
2023-04-02 00:00:00,6.6,0,13.3,0,0,,17,,1015.6,
2023-04-03 00:00:00,11.2,7.2,16.1,1,0,,15.2,,1009.1,
2023-04-04 00:00:00,11.5,7.2,22.2,9.9,0,,22.1,,1007.3,
2023-04-05 00:00:00,15.9,3.9,22.8,4.3,0,,28.6,,1005.8,
2023-04-06 00:00:00,6,0.6,12.2,0,0,,18.2,,1027.2,
2023-04-07 00:00:00,6,3.3,9.4,0,0,,14,,1033.5,
2023-04-08 00:00:00,10.1,3.3,17.8,0,0,,10.7,,1029.6,
2023-04-09 00:00:00,13.7,6.7,20,0,0,,11.6,,1029.6,
2023-04-10 00:00:00,16.1,8.9,21.7,0,0,,12.9,,1026.9,
2023-04-11 00:00:00,19.5,11.1,26.7,0,0,,17.4,,1021.4,
2023-04-12 00:00:00,22.1,15,28.3,0,0,,22.8,,1013.8,
2023-04-13 00:00:00,22.1,13.3,28.9,0,0,,16.1,,1010.4,
2023-04-14 00:00:00,21.5,13.3,28.9,0,0,,10.1,,1008,
2023-04-15 00:00:00,22.7,17.8,28.3,2.5,0,,15.6,,1006.6,
2023-04-16 00:00:00,9.3,1.7,17.8,2.8,0,,26.1,,1002.8,
2023-04-17 00:00:00,2.6,0,4.4,0.5,0,,29,,1005.1,
2023-04-18 00:00:00,7.7,0.6,15,0,0,,13.9,,1013.8,
2023-04-19 00:00:00,11.7,6.7,22.2,3.8,0,,16.4,,1013.9,
2023-04-20 00:00:00,19.3,9.4,27.2,5.3,0,,23.9,,1008.8,
2023-04-21 00:00:00,11.3,7.2,17.2,0,0,,17.8,,1012.6,
2023-04-22 00:00:00,6.1,3.3,8.3,0.5,0,,18.7,,1011.6,
2023-04-23 00:00:00,4.4,2.2,5.6,0,0,,14.1,,1018.6,
2023-04-24 00:00:00,7.2,1.7,12.2,0,0,,14.1,,1021.8,
2023-04-25 00:00:00,6.1,1.1,8.9,3.6,0,,15.6,,1022,
2023-04-26 00:00:00,5.9,1.1,10,0,0,,13.9,,1025,
2023-04-27 00:00:00,10.9,3.3,19.4,0,0,,13,,1016.7,
2023-04-28 00:00:00,12.1,8.3,16.1,0,0,,13,,1010.2,
2023-04-29 00:00:00,10.4,5.6,15,2.5,0,,12.6,,1004.5,
2023-04-30 00:00:00,6.7,4.4,10,2.5,0,,19.4,,997.9,
2023-05-01 00:00:00,6.8,5,10,2.5,0,,25.1,,997.4,
2023-05-02 00:00:00,8.8,6.1,12.8,0,0,,22.6,,1002.9,
2023-05-03 00:00:00,8.7,5,13.9,0,0,,16.3,,1012.9,
2023-05-04 00:00:00,14.1,5,22.8,0,0,,9,,1015,
2023-05-05 00:00:00,19.9,13.3,26.1,0,0,,21.7,,1015.9,
2023-05-06 00:00:00,20.2,15.6,26.1,0,0,,19,,1016,
2023-05-07 00:00:00,21.5,15.6,29.4,1.8,0,,17.2,,1011,
2023-05-08 00:00:00,13.1,10.6,20,1.5,0,,13.9,,1013.6,
2023-05-09 00:00:00,15,9.4,21.1,0,0,,12.2,,1020.2,
2023-05-10 00:00:00,18.2,10.6,26.7,0,0,,9,,1020.8,
2023-05-11 00:00:00,21.3,13.9,28.3,0,0,,10.2,,1017.6,
2023-05-12 00:00:00,20.5,15.6,24.4,7.6,0,,9.1,,1015.6,
2023-05-13 00:00:00,16.5,13.9,20,0,0,,14.8,,1019.5,
2023-05-14 00:00:00,15.4,12.8,18.3,0.5,0,,16.1,,1025.9,
2023-05-15 00:00:00,15.4,11.7,20,0,0,,11.9,,1025.3,
2023-05-16 00:00:00,17.5,10.6,27.2,0,0,,12.5,,1012.5,
2023-05-17 00:00:00,12.2,8.3,17.2,0,0,,19.7,,1015.8,
2023-05-18 00:00:00,16.1,8.3,23.9,0,0,,12,,1016.9,
2023-05-19 00:00:00,19,12.2,23.9,0.8,0,,16.8,,1014,
2023-05-20 00:00:00,15.5,10,21.1,0,0,,12.8,,1020.2,
2023-05-21 00:00:00,19.4,12.2,26.7,0,0,,13.8,,1020.2,
2023-05-22 00:00:00,21,12.8,27.8,0,0,,11.4,,1019.2,
2023-05-23 00:00:00,22.6,15,29.4,0,0,,10.7,,1018.7,
2023-05-24 00:00:00,17.2,12.2,21.1,0,0,,17.1,,1020.9,
2023-05-25 00:00:00,12.7,10,16.7,0,0,,20.3,,1025.3,
2023-05-26 00:00:00,15.5,10,21.1,0,0,,13.8,,1026.4,
2023-05-27 00:00:00,16.9,8.9,23.3,0,0,,11.8,,1024.6,
2023-05-28 00:00:00,19.8,13.3,26.1,0,0,,11.8,,1019.7,
2023-05-29 00:00:00,21.8,12.8,28.3,0,0,,11.1,,1015.8,
2023-05-30 00:00:00,23.8,16.7,31.7,0,0,,10.9,,1014,
2023-05-31 00:00:00,26.5,21.1,32.8,0,0,,11.6,,1014.2,
2023-06-01 00:00:00,26.1,20.6,32.8,0,0,,9.2,,1016.1,
2023-06-02 00:00:00,26.6,20.6,32.8,0,0,,12.6,,1016.2,
2023-06-03 00:00:00,25.3,20,31.7,0,0,,14.7,,1015.3,
2023-06-04 00:00:00,21.9,16.7,25.6,0,0,,15.7,,1016.6,
2023-06-05 00:00:00,21.8,14.4,29.4,0,0,,6.8,,1016.8,
2023-06-06 00:00:00,20.7,16.7,26.7,0,0,,12.1,,1013.7,
2023-06-07 00:00:00,18.9,15,23.9,0,0,,16.5,,1011.6,
2023-06-08 00:00:00,18.5,13.3,23.3,0,0,,13.7,,1012.2,
2023-06-09 00:00:00,20.1,12.2,26.1,0,0,,10,,1012.2,
2023-06-10 00:00:00,23.9,16.1,30.6,0,0,,11.2,,1008.3,
2023-06-11 00:00:00,14.7,11.7,19.4,1.3,0,,27.2,,1008.8,
2023-06-12 00:00:00,15.7,11.1,21.1,0,0,,17.4,,1010.1,
2023-06-13 00:00:00,16.2,13.3,19.4,13.2,0,,17,,1003.5,
2023-06-14 00:00:00,18.3,15,22.8,0,0,,8.8,,1004.4,
2023-06-15 00:00:00,18.3,12.2,28.3,0,0,,19.1,,1006.3,
2023-06-16 00:00:00,15.2,12.2,20,0,0,,16.8,,1013.8,
2023-06-17 00:00:00,19.3,11.1,26.1,0,0,,9,,1014.3,
2023-06-18 00:00:00,23,16.7,30,0,0,,13.4,,1009.6,
2023-06-19 00:00:00,24,18.3,30,0,0,,15,,1011,
2023-06-20 00:00:00,23.3,16.7,28.9,0,0,,15.7,,1015.8,
2023-06-21 00:00:00,24.7,19.4,31.1,0,0,,15.1,,1017.7,
2023-06-22 00:00:00,24.6,20.6,29.4,0,0,,14.8,,1015.4,
2023-06-23 00:00:00,24.6,20.6,29.4,0,0,,11.6,,1012.7,
2023-06-24 00:00:00,26.2,18.9,33.3,0,0,,8.4,,1011,
2023-06-25 00:00:00,24.2,19.4,30.6,36.8,0,,24.8,,1003,
2023-06-26 00:00:00,22,20.6,24.4,0,0,,21.1,,1002.9,
2023-06-27 00:00:00,20.8,17.8,24.4,0,0,,15.7,,1010.9,
2023-06-28 00:00:00,22.3,15,28.9,0,0,,9.4,,1014.3,
2023-06-29 00:00:00,25.7,22.8,30.6,0,0,,14.9,,1010,
2023-06-30 00:00:00,26.7,21.1,32.2,0,0,,10.5,,1011.8,
2023-07-01 00:00:00,25.4,22.8,30,1,0,,8,,1009.5,
2023-07-02 00:00:00,21.1,18.9,23.9,101.9,0,,14,,1006.7,
2023-07-03 00:00:00,24,17.2,30,0,0,,11.8,,1011.6,
2023-07-04 00:00:00,27.7,20.6,33.3,0,0,,12,,1013.6,
2023-07-05 00:00:00,26.6,21.7,33.3,48.8,0,,12.5,,1012.7,
2023-07-06 00:00:00,22.9,20,26.7,0,0,,11.5,,1013.3,
2023-07-07 00:00:00,22.5,18.3,27.2,0,0,,10.3,,1013.6,
2023-07-08 00:00:00,20.5,17.2,23.9,8.1,0,,11.1,,1011.2,
2023-07-09 00:00:00,22.9,15.6,29.4,0,0,,8,,1011.4,
2023-07-10 00:00:00,24.6,18.3,29.4,0,0,,14.7,,1011.8,
2023-07-11 00:00:00,23.3,20.6,31.1,29.2,0,,15.4,,1011.6,
2023-07-12 00:00:00,20.8,17.2,26.7,43.4,0,,14.6,,1010.3,
2023-07-13 00:00:00,21,17.8,25.6,0,0,,9.1,,1010.1,
2023-07-14 00:00:00,25.7,20.6,32.2,4.3,0,,16.1,,1009.2,
2023-07-15 00:00:00,24.7,20.6,28.9,3.6,0,,14.5,,1008.2,
2023-07-16 00:00:00,23.7,19.4,27.8,0,0,,14.7,,1010.2,
2023-07-17 00:00:00,23.1,18.9,26.7,0,0,,14.2,,1011.8,
2023-07-18 00:00:00,21.9,16.7,25.6,0,0,,9.6,,1014.3,
2023-07-19 00:00:00,23.9,16.7,29.4,0,0,,8.4,,1015.9,
2023-07-20 00:00:00,26,21.7,31.1,0,0,,18.9,,1011.5,
2023-07-21 00:00:00,23.2,20,27.2,0,0,,12.1,,1014.5,
2023-07-22 00:00:00,23.2,17.8,30,1,0,,10.1,,1012.5,
2023-07-23 00:00:00,23.6,18.3,29.4,2,0,,9.1,,1012.3,
2023-07-24 00:00:00,25.5,20.6,30.6,0,0,,7.4,,1015.6,
2023-07-25 00:00:00,26.9,20.6,32.2,0,0,,10.4,,1016.6,
2023-07-26 00:00:00,28,24.4,32.8,4.3,0,,16.1,,1009.1,
2023-07-27 00:00:00,28.8,23.9,32.8,0,0,,8,,1012.3,
2023-07-28 00:00:00,28.4,21.7,33.9,34.5,0,,15.8,,1012.2,
2023-07-29 00:00:00,24.2,21.1,28.3,0.5,0,,13.8,,1015.5,
2023-07-30 00:00:00,23.4,19.4,26.7,0,0,,11.1,,1017.8,
2023-07-31 00:00:00,23.3,17.8,27.8,0,0,,8.2,,1019.6,
2023-08-01 00:00:00,24.9,20.6,29.4,0,0,,10.7,,1020.5,
2023-08-02 00:00:00,25,20.6,29.4,0,0,,12.8,,1017.7,
2023-08-03 00:00:00,25.3,18.9,32.2,0,0,,6,,1014,
2023-08-04 00:00:00,25.7,22.2,29.4,0,0,,14,,1014.2,
2023-08-05 00:00:00,23.1,19.4,24.4,12.2,0,,17.2,,1013.7,
2023-08-06 00:00:00,20.4,18.9,22.2,4.8,0,,19.6,,1010,
2023-08-07 00:00:00,22.5,19.4,26.7,0,0,,14.5,,1009.1,
2023-08-08 00:00:00,23.4,17.8,29.4,0,0,,10.8,,1011.6,
2023-08-09 00:00:00,22.6,18.9,26.1,0.3,0,,11.1,,1009.1,
2023-08-10 00:00:00,23.2,18.3,29.4,0,0,,15.2,,1007,
2023-08-11 00:00:00,25,21.7,29.4,0.8,0,,17.1,,1006.8,
2023-08-12 00:00:00,26.1,22.2,30.6,0,0,,13.5,,1008.8,
2023-08-13 00:00:00,22.9,19.4,27.2,0,0,,12.1,,1014.3,
2023-08-14 00:00:00,21.6,17.8,24.4,69.6,0,,13.3,,1010.5,
2023-08-15 00:00:00,20.5,17.2,25.6,1.8,0,,17.5,,1013.5,
2023-08-16 00:00:00,22,14.4,27.2,0,0,,12.6,,1014.4,
2023-08-17 00:00:00,22,16.7,27.2,12.7,0,,23.7,,1007,
2023-08-18 00:00:00,20.6,14.4,26.1,0,0,,8.4,,1015.7,
2023-08-19 00:00:00,22.8,17.2,28.3,0,0,,15.5,,1015.2,
2023-08-20 00:00:00,26.7,22.2,32.8,0,0,,11.1,,1016.4,
2023-08-21 00:00:00,24.5,21.7,28.3,0,0,,15.4,,1021.5,
2023-08-22 00:00:00,26.2,21.1,31.1,0,0,,11.6,,1020.2,
2023-08-23 00:00:00,30.3,23.9,36.7,0,0,,20.4,,1013.1,
2023-08-24 00:00:00,32,23.3,37.8,0,0,,19.5,,1008.8,
2023-08-25 00:00:00,23.9,21.7,27.8,0,0,,12.5,,1012.8,
2023-08-26 00:00:00,22.3,18.3,24.4,0,0,,18.6,,1015.2,
2023-08-27 00:00:00,21,18.9,23.9,0,0,,17.3,,1017.1,
2023-08-28 00:00:00,21.7,15.6,25.6,0,0,,7.6,,1016.2,
2023-08-29 00:00:00,22.4,17.2,30,0,0,,17.7,,1012.3,
2023-08-30 00:00:00,18.8,13.9,21.7,0,0,,21.1,,1017,
2023-08-31 00:00:00,19.1,12.2,24.4,0,0,,9.1,,1019.4,
2023-09-01 00:00:00,22.1,15.6,28.3,0,0,,12,,1020.9,
2023-09-02 00:00:00,24.6,17.8,31.1,0,0,,14.9,,1017.6,
2023-09-03 00:00:00,27.3,20,33.9,0,0,,19.1,,1013.5,
2023-09-04 00:00:00,28,21.7,33.9,0,0,,15.3,,1011.8,
2023-09-05 00:00:00,28.1,24.4,33.3,0,0,,19.4,,1010.7,
2023-09-06 00:00:00,23.4,19.4,27.2,9.7,0,,21.7,,1007.7,
2023-09-07 00:00:00,20.3,17.8,21.7,0.3,0,,13.8,,1011.8,
2023-09-08 00:00:00,18,15.6,20.6,1,0,,16.1,,1017.8,
2023-09-09 00:00:00,18.4,13.3,23.9,0,0,,11.6,,1021,
2023-09-10 00:00:00,20.2,12.8,26.7,0,0,,5.2,,1019.7,
2023-09-11 00:00:00,18.4,15.6,21.7,35.1,0,,10.2,,1017.4,
2023-09-12 00:00:00,17.3,13.3,21.7,0,0,,13.2,,1018.1,
2023-09-13 00:00:00,16.5,12.2,21.7,0,0,,8.8,,1018.9,
2023-09-14 00:00:00,17,10.6,21.7,0,0,,6.4,,1021.3,
2023-09-15 00:00:00,19,12.2,25,0,0,,7.2,,1019.8,
2023-09-16 00:00:00,18.4,15.6,22.2,0.8,0,,7.3,,1016.3,
2023-09-17 00:00:00,17.2,12.8,20.6,20.8,0,,16.2,,1014.3,
2023-09-18 00:00:00,16.8,11.7,21.7,0,0,,10.7,,1017,
2023-09-19 00:00:00,16.4,14.4,19.4,6.4,0,,11.4,,1016.2,
2023-09-20 00:00:00,21.6,16.1,26.7,0,0,,12.6,,1017.1,
2023-09-21 00:00:00,21.4,18.9,24.4,1,0,,5.7,,1020.7,
2023-09-22 00:00:00,21.9,18.3,25.6,0.3,0,,8.8,,1020,
2023-09-23 00:00:00,21.9,17.8,25.6,0,0,,15.1,,1017.4,
2023-09-24 00:00:00,20.1,15,25,0,0,,12.9,,1015.8,
2023-09-25 00:00:00,20.7,17.2,24.4,0.5,0,,14,,1017.5,
2023-09-26 00:00:00,20,17.8,23.3,6.4,0,,16,,1017.8,
2023-09-27 00:00:00,19,17.2,21.1,0,0,,15,,1017.4,
2023-09-28 00:00:00,19,16.1,21.1,0,0,,11.7,,1017.7,
2023-09-29 00:00:00,18.8,13.9,24.4,0,0,,7.3,,1019.6,
